age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
29,2,3,3,1,1,1,1,3,4,391,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
58,5,1,2,1,1,1,1,4,5,114,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,1
38,7,3,3,1,2,1,1,3,1,239,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
21,3,3,5,1,1,1,2,2,2,220,7,999,1,3,-1.7,94.215,-40.3,0.81,4991.6,1
29,7,1,7,1,1,1,1,2,5,328,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
45,6,1,5,1,2,1,2,6,5,787,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
50,4,1,3,1,1,1,1,4,5,223,2,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,1
33,2,3,3,1,2,1,1,3,3,313,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
62,8,1,5,1,2,1,1,7,5,563,4,4,3,2,-1.7,94.055,-39.8,0.754,4991.6,2
56,10,1,5,1,2,1,1,2,2,129,1,999,0,1,-2.9,92.469,-33.6,1.072,5076.2,1
48,8,1,4,1,2,2,2,6,5,14,11,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
33,6,1,5,1,2,1,2,6,1,389,2,999,0,1,1.1,93.994,-36.4,4.855,5191.0,1
57,11,1,4,1,1,1,2,7,4,74,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
45,8,1,4,1,1,1,1,5,2,257,2,999,1,3,-1.8,93.075,-47.1,1.41,5099.1,1
58,8,1,4,1,2,1,1,3,1,101,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
26,6,3,2,1,2,2,2,6,3,22,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
39,6,1,1,1,1,1,1,2,4,140,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
35,7,3,5,1,2,1,1,2,2,149,1,999,0,1,1.4,93.918,-42.7,4.968,5228.1,1
39,1,3,2,1,2,1,2,6,1,254,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,1
34,4,1,3,1,1,1,2,7,5,139,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
55,7,1,7,1,1,2,1,3,2,209,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
52,8,1,3,1,1,1,2,7,5,215,3,999,0,1,1.4,94.465,-41.8,4.96,5228.1,1
29,2,1,5,1,1,1,1,4,2,523,2,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1
29,5,1,3,1,1,1,2,6,5,150,5,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,1
38,8,1,4,1,2,1,1,6,2,130,2,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,1
46,5,1,2,1,1,1,2,6,5,206,4,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,1
45,4,1,3,1,2,1,2,7,2,870,11,999,0,1,1.4,94.465,-41.8,4.8660000000000005,5228.1,1
31,2,3,3,1,1,1,2,3,5,122,1,999,0,1,-2.9,92.201,-31.4,0.861,5076.2,1
29,4,1,3,1,1,1,1,1,4,101,1,999,0,1,-1.8,92.843,-50.0,1.663,5099.1,1
46,7,1,2,1,2,1,2,6,1,1135,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,1
52,9,1,4,1,2,2,1,3,5,160,4,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
59,11,1,7,1,1,1,1,4,2,117,1,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1
29,6,1,5,1,1,1,2,6,4,100,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
31,7,2,5,1,1,1,1,3,1,129,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
47,8,1,1,1,1,1,2,6,5,92,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
45,2,2,3,1,1,2,1,6,5,63,1,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,1
27,2,3,5,1,2,2,2,2,5,198,5,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
43,2,1,5,1,2,2,1,2,5,32,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
49,6,1,5,1,1,1,1,3,3,91,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,1
36,8,1,1,1,1,1,1,6,2,156,2,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,1
31,7,3,5,1,2,1,1,3,4,113,2,999,0,1,1.4,93.444,-36.1,4.967,5228.1,1
43,8,1,1,1,2,1,1,6,2,172,2,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,1
58,11,1,4,1,1,1,1,2,3,139,2,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
32,2,3,3,1,2,1,1,6,3,706,3,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,1
35,8,3,2,1,2,1,1,2,1,324,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
88,11,2,4,1,2,2,1,1,4,103,3,999,0,1,-1.8,92.843,-50.0,1.663,5099.1,1
24,2,3,3,1,2,1,1,5,2,342,3,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,2
52,10,3,3,1,2,1,1,6,2,11,5,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,1
41,8,1,4,1,2,1,2,7,5,132,2,999,0,1,1.4,94.465,-41.8,4.865,5228.1,1
33,8,1,5,1,2,1,1,5,5,114,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
80,11,1,4,1,2,1,1,3,4,323,1,999,0,1,-2.9,92.201,-31.4,0.8340000000000001,5076.2,2
50,5,2,3,1,1,1,1,2,5,85,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
44,7,1,7,1,1,1,2,6,5,754,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
26,6,3,5,1,2,1,1,2,5,509,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
38,8,3,2,1,2,1,2,6,1,219,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,1
49,2,2,5,1,2,1,2,7,5,537,5,999,0,1,1.4,94.465,-41.8,4.865,5228.1,1
35,6,3,5,1,2,1,2,6,1,523,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,1
36,1,1,2,1,2,1,1,4,5,391,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,1
30,2,3,3,1,1,1,1,3,1,459,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,2
44,5,1,5,1,2,1,1,3,1,247,2,999,0,1,-2.9,92.201,-31.4,0.825,5076.2,1
35,2,3,3,1,2,2,1,3,2,471,1,999,0,1,-2.9,92.201,-31.4,0.883,5076.2,1
50,6,1,5,1,2,2,2,7,4,64,6,999,0,1,1.4,94.465,-41.8,4.962,5228.1,1
54,7,2,7,1,2,1,1,9,5,352,1,6,1,2,-3.0,92.713,-33.0,0.715,5023.5,1
36,8,1,7,1,1,1,1,3,1,258,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,1
40,7,1,7,1,1,1,2,6,2,255,12,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
41,2,1,5,1,1,1,2,6,4,249,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
34,2,1,3,1,2,2,1,3,5,87,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
57,11,3,5,1,1,1,2,6,5,53,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
54,2,1,3,1,1,1,2,6,1,847,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,1
57,7,2,7,1,1,1,1,4,1,87,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,1
34,8,1,2,1,2,2,1,6,1,197,1,999,0,1,-1.8,92.893,-46.2,1.3130000000000002,5099.1,1
58,6,1,5,1,1,1,1,2,2,224,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
43,5,1,3,1,1,1,1,5,5,48,2,999,1,3,-1.8,93.075,-47.1,1.405,5099.1,1
56,6,1,5,1,1,2,2,6,1,90,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
28,8,3,2,1,1,1,1,6,2,884,3,999,1,3,-1.8,92.893,-46.2,1.266,5099.1,2
42,10,3,3,1,2,1,1,4,4,145,2,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,1
26,2,1,5,1,2,2,1,7,3,142,1,999,0,1,-2.9,92.963,-40.8,1.262,5076.2,1
32,10,1,5,1,2,1,1,2,5,240,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
49,7,1,7,1,2,1,1,2,5,534,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
56,8,1,4,1,2,1,1,2,2,132,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
50,8,1,4,1,1,2,2,6,3,600,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
55,2,2,3,1,2,1,1,2,5,849,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,2
39,2,3,3,1,1,1,2,6,5,140,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
59,11,1,3,1,1,1,1,3,1,69,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
56,11,1,2,1,2,2,2,6,4,71,4,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
43,6,3,5,1,1,2,1,4,1,53,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,1
45,7,3,3,1,1,1,1,3,3,117,4,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
26,7,3,7,1,1,1,1,7,5,175,1,999,1,3,-2.9,92.963,-40.8,1.26,5076.2,1
43,2,1,2,1,1,1,1,2,2,294,2,999,0,1,1.4,93.918,-42.7,4.958,5228.1,1
51,7,1,7,1,1,1,2,6,3,20,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
44,6,2,5,1,2,2,1,2,5,1169,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,2
35,2,1,7,1,1,1,1,4,4,616,2,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,1
50,9,1,4,1,1,1,2,6,3,243,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
34,2,1,3,1,1,2,1,3,3,128,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
29,5,3,3,1,2,1,1,3,3,139,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
26,7,3,3,1,1,1,1,6,1,199,1,999,1,3,-1.8,92.893,-46.2,1.259,5099.1,2
49,2,3,5,1,2,1,2,8,1,434,1,999,1,3,-3.4,92.431,-26.9,0.7390000000000001,5017.5,2
41,8,1,4,1,2,1,1,5,1,150,2,999,1,3,-1.8,93.075,-47.1,1.405,5099.1,1
40,2,1,2,1,2,2,2,6,5,184,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
60,11,1,5,1,2,2,1,3,4,590,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
35,7,1,3,1,2,1,2,7,3,320,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
33,5,3,2,1,2,1,1,2,2,234,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,1
32,2,3,3,1,2,1,1,5,2,386,2,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,1
32,7,1,3,1,2,1,1,3,2,148,2,4,1,2,-2.9,92.201,-31.4,0.883,5076.2,1
36,8,1,1,1,2,1,2,2,4,16,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
36,5,1,3,1,1,1,1,7,3,265,1,999,1,3,-1.7,94.055,-39.8,0.7609999999999999,4991.6,2
58,1,1,7,1,2,1,1,3,2,191,2,999,0,1,1.4,93.444,-36.1,4.968,5228.1,1
56,5,1,5,1,2,1,2,6,5,70,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
33,8,1,2,1,2,1,2,6,3,464,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
47,8,1,4,1,1,2,2,6,3,66,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
58,11,1,7,1,2,2,1,4,1,22,4,999,1,3,-0.1,93.2,-42.0,4.021,5195.8,1
34,8,1,2,1,2,2,2,6,4,180,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
36,2,2,5,1,2,2,2,7,1,354,5,999,0,1,1.4,94.465,-41.8,4.967,5228.1,1
35,6,2,7,1,1,2,1,3,2,66,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
75,9,2,4,1,1,1,1,5,1,95,4,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
35,5,3,3,1,2,1,1,2,3,590,23,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
33,7,3,7,1,2,1,1,4,4,401,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,1
29,7,3,3,1,1,1,1,5,5,354,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
41,2,3,3,1,1,1,2,6,4,349,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,1
24,8,1,7,1,1,1,1,2,3,273,4,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
49,8,1,4,1,2,1,2,6,3,42,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
29,4,1,7,1,1,1,1,2,4,434,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
32,7,3,3,1,1,2,1,3,3,1092,4,999,0,1,1.4,93.444,-36.1,4.966,5228.1,2
40,4,1,3,1,1,1,2,2,5,1025,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
32,2,1,3,1,1,1,2,3,1,75,1,999,0,1,-1.7,94.027,-38.3,0.898,4991.6,1
26,8,3,5,1,1,1,1,2,5,124,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
36,7,1,7,1,2,1,1,3,2,125,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
38,10,1,2,1,2,2,1,6,1,476,3,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,1
37,4,2,5,1,1,1,2,6,3,182,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
43,5,1,3,1,2,1,1,3,3,343,7,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
40,2,3,3,1,1,1,2,7,2,136,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
35,2,1,5,1,2,2,1,6,2,81,2,999,0,1,-1.8,92.893,-46.2,1.27,5099.1,1
31,8,1,2,1,2,1,1,5,1,308,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
37,5,2,3,1,2,1,1,6,5,1173,3,9,1,2,-1.8,92.893,-46.2,1.244,5099.1,2
50,1,1,7,1,1,1,2,6,2,440,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
40,8,1,2,1,1,1,2,6,2,129,2,999,0,1,1.1,93.994,-36.4,4.855,5191.0,1
45,6,1,5,1,2,1,2,6,4,171,6,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
29,6,2,5,1,1,1,2,7,1,103,2,999,0,1,1.4,94.465,-41.8,4.967,5228.1,1
48,8,1,7,1,1,2,1,4,1,344,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,1
39,8,1,4,1,1,1,1,6,5,181,1,999,0,1,-1.8,92.893,-46.2,1.2990000000000002,5099.1,1
35,7,3,3,1,2,2,1,3,2,30,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,1
31,8,1,2,1,1,1,2,7,4,1218,1,999,0,1,1.4,94.465,-41.8,4.962,5228.1,1
25,3,3,5,1,1,1,2,6,5,11,6,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,1
57,2,1,3,1,2,2,2,2,3,104,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
43,2,1,3,1,2,1,1,3,5,72,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
47,8,1,2,1,2,1,2,6,4,224,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,1
34,2,1,3,1,1,1,2,6,5,349,2,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,1
42,2,2,3,1,2,1,1,3,2,294,1,999,0,1,-2.9,92.201,-31.4,0.8290000000000001,5076.2,1
59,8,1,2,1,2,1,1,6,5,399,2,999,0,1,-1.8,92.893,-46.2,1.354,5099.1,1
33,1,1,2,1,2,2,2,6,1,691,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
39,6,3,5,1,2,2,2,7,5,563,1,999,0,1,1.4,94.465,-41.8,4.865,5228.1,2
50,8,1,4,1,2,1,1,3,3,98,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
39,8,1,5,1,2,1,1,2,5,84,4,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
62,11,1,3,1,2,2,1,3,2,791,2,999,0,1,-2.9,92.201,-31.4,0.873,5076.2,1
35,2,3,5,1,2,1,2,6,5,338,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
30,2,3,3,1,2,1,1,3,4,202,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
35,7,1,3,1,2,2,1,4,4,184,2,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,1
53,7,2,3,1,2,1,2,6,4,206,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
29,8,1,1,1,1,1,2,6,1,8,7,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,1
28,6,2,5,1,2,1,1,6,5,217,4,999,1,3,-1.8,92.893,-46.2,1.244,5099.1,1
28,4,3,3,1,1,1,1,1,1,296,2,999,0,1,-1.8,92.843,-50.0,1.64,5099.1,2
38,7,1,7,1,2,2,2,6,1,456,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
56,10,1,3,1,2,1,2,6,2,51,3,999,0,1,1.1,93.994,-36.4,4.855,5191.0,1
44,8,1,2,1,1,1,2,6,5,219,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
42,7,1,7,1,2,1,1,3,3,1059,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
31,10,1,5,1,2,1,2,7,2,133,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
37,7,1,2,1,1,1,2,2,2,515,2,999,0,1,1.4,93.918,-42.7,4.966,5228.1,1
54,8,1,3,1,2,1,1,3,1,257,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
29,6,1,5,1,1,1,1,6,2,185,10,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,1
43,8,1,1,1,2,1,1,7,5,131,4,999,1,3,-2.9,92.963,-40.8,1.281,5076.2,2
39,7,1,7,1,1,1,2,7,4,249,2,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
36,7,1,5,1,1,1,1,3,5,452,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
31,6,1,5,1,1,1,1,2,5,624,5,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
29,6,3,5,1,1,2,2,7,5,6,1,999,0,1,-1.7,94.055,-39.8,0.711,4991.6,1
42,2,1,3,1,2,2,1,2,5,313,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
32,7,1,5,1,1,1,1,6,1,56,1,999,0,1,-1.8,92.893,-46.2,1.3130000000000002,5099.1,1
31,8,3,2,1,1,1,2,6,1,312,7,999,0,1,1.1,93.994,-36.4,4.864,5191.0,1
45,4,3,7,1,1,1,1,4,1,123,2,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,1
40,10,1,2,1,2,1,2,7,4,103,1,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
48,2,3,3,1,2,1,1,3,1,371,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
46,4,1,1,1,2,1,1,4,3,32,1,999,1,3,-0.1,93.2,-42.0,4.1530000000000005,5195.8,1
36,4,1,2,1,2,2,2,6,1,122,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,1
59,7,1,7,1,1,1,1,2,2,464,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
36,6,1,5,1,1,1,2,6,3,158,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
51,9,1,5,1,2,2,1,2,1,454,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,1
41,1,1,7,1,1,1,1,6,5,276,4,10,1,2,-1.8,92.893,-46.2,1.244,5099.1,1
36,7,1,5,1,2,1,2,4,5,206,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,1
34,7,3,2,1,2,1,1,3,5,140,3,999,0,1,-1.7,94.027,-38.3,0.8959999999999999,4991.6,1
28,7,1,3,1,1,1,1,6,5,41,1,999,0,1,-1.8,92.893,-46.2,1.2990000000000002,5099.1,1
30,6,3,5,1,1,1,2,2,2,444,5,999,0,1,1.4,93.918,-42.7,4.968,5228.1,1
30,8,3,3,1,1,2,1,4,2,52,3,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1
27,8,1,3,1,1,2,2,6,1,357,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,1
51,8,1,2,1,1,1,2,3,4,490,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
29,2,3,3,1,2,1,1,3,2,299,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
41,7,1,3,1,1,1,2,6,4,162,1,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,1
43,7,3,7,1,1,1,1,3,1,255,1,999,0,1,-2.9,92.201,-31.4,0.825,5076.2,1
29,7,1,3,1,2,1,1,2,4,115,5,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
32,2,3,5,1,1,2,1,6,1,284,15,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,1
23,8,1,5,1,1,2,2,7,2,173,3,999,0,1,1.4,94.465,-41.8,4.8660000000000005,5228.1,1
30,4,3,3,1,2,1,1,2,4,90,3,999,0,1,-2.9,92.469,-33.6,1.029,5076.2,1
32,8,3,3,1,2,1,1,4,5,109,2,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,1
48,9,2,4,1,2,2,2,6,2,123,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
33,2,3,5,1,1,1,2,6,3,60,1,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,1
32,6,1,5,1,1,2,2,6,1,270,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,1
35,2,1,5,1,2,1,1,6,3,159,3,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,1
79,11,1,4,1,2,1,1,4,3,594,1,3,1,2,-3.4,92.649,-30.1,0.715,5017.5,2
38,7,3,7,1,1,1,1,2,2,25,6,999,0,1,1.4,93.918,-42.7,4.968,5228.1,1
45,7,1,7,1,1,1,1,8,2,504,1,6,1,2,-3.4,92.431,-26.9,0.733,5017.5,2
45,2,1,3,1,2,2,1,6,1,300,1,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,1
47,6,1,4,1,2,1,1,3,3,122,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
50,4,1,4,1,2,1,1,3,5,311,1,999,0,1,1.4,93.444,-36.1,4.97,5228.1,1
44,8,1,4,1,2,1,2,6,3,15,7,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,1
43,8,1,4,1,2,1,1,4,4,284,5,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,1
43,5,1,3,1,2,1,1,5,5,87,2,999,1,3,-1.8,93.075,-47.1,1.405,5099.1,1
46,8,1,1,1,2,1,2,7,4,267,2,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
40,8,2,2,1,1,1,1,4,1,154,1,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,1
28,2,1,5,1,2,1,2,2,3,54,1,999,0,1,1.4,93.918,-42.7,4.955,5228.1,1
51,7,1,7,1,2,1,1,8,2,67,6,6,3,3,-3.4,92.431,-26.9,0.754,5017.5,1
30,8,1,4,1,2,1,1,2,2,347,5,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
32,8,3,2,1,1,1,1,6,4,253,3,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,1
60,11,1,3,1,1,1,1,3,5,430,2,999,0,1,1.4,93.444,-36.1,4.97,5228.1,1
36,7,1,2,1,1,1,2,6,1,476,3,999,0,1,1.1,93.994,-36.4,4.859,5191.0,1
40,5,1,3,1,2,1,1,5,5,254,1,999,0,1,-1.8,93.075,-47.1,1.466,5099.1,1
42,10,3,3,1,2,1,1,4,4,61,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,1
54,8,1,2,1,1,1,1,7,1,258,2,999,0,1,-2.9,92.963,-40.8,1.268,5076.2,2
37,2,1,3,1,2,1,1,5,4,142,5,999,0,1,-1.8,93.075,-47.1,1.415,5099.1,1
57,8,2,2,1,1,1,1,4,5,117,2,999,1,3,-0.1,93.2,-42.0,4.191,5195.8,1
48,2,1,2,1,2,1,1,3,3,1181,2,999,0,1,1.4,93.444,-36.1,4.966,5228.1,2
40,6,1,1,1,1,1,1,5,2,140,2,999,2,3,-1.8,93.075,-47.1,1.435,5099.1,1
44,7,1,7,1,1,1,1,2,4,96,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
55,11,1,2,1,1,1,1,3,5,248,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
34,7,1,3,1,2,1,1,4,1,312,1,999,0,1,-3.4,92.649,-30.1,0.716,5017.5,1
28,7,3,7,1,2,1,1,7,3,318,1,999,0,1,-2.9,92.963,-40.8,1.262,5076.2,2
40,8,1,7,1,1,1,2,2,5,108,5,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
39,1,2,5,1,1,1,1,4,2,19,1,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1
51,7,1,7,1,1,1,2,6,1,134,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,1
35,7,1,3,1,2,2,1,10,2,62,3,999,0,1,-3.4,92.379,-29.8,0.743,5017.5,1
55,5,3,3,1,1,2,1,2,5,342,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
28,2,3,5,1,2,1,1,2,2,231,1,999,0,1,1.4,93.918,-42.7,4.968,5228.1,1
43,8,1,5,1,1,1,1,6,1,22,8,999,1,3,-1.8,92.893,-46.2,1.25,5099.1,1
59,2,1,4,1,2,1,1,3,3,306,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
39,10,1,1,1,2,2,1,6,2,85,3,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,1
49,8,1,1,1,1,1,1,2,4,221,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,1
57,7,1,5,1,1,1,2,6,4,315,1,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,1
44,2,1,3,1,1,1,1,3,4,120,1,999,1,3,-2.9,92.201,-31.4,0.879,5076.2,1
31,7,1,7,1,2,1,1,5,2,160,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,1
36,2,3,3,1,2,1,1,3,2,300,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
23,2,3,7,1,1,1,1,2,4,141,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
72,11,3,3,1,2,2,1,6,1,589,3,999,0,1,-1.8,93.876,-40.0,0.6990000000000001,5008.7,1
38,7,2,3,1,2,1,1,2,2,137,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
35,7,1,7,1,2,1,1,3,5,90,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
36,2,2,5,1,2,1,1,6,3,136,5,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,1
33,8,2,2,1,2,2,1,2,4,464,3,999,0,1,1.4,93.918,-42.7,4.957,5228.1,1
